id_orgao,ano_licitacao,nr_licitacao,nr_item,ds_item,qt_itens_licitacao,sg_unidade_medida,vl_unitario_homologado,vl_total_homologado
67200,2019,2,24,PÃO CACHORRO QUENTE (50G),6360.00,UN,0.00,0.00
67200,2019,2,25,PEPINO -  SALADA KG,48.00,KG,0.00,0.00
67200,2019,2,26,QUEIJO FATIADO MUSSARELA,143.00,KG,0.00,0.00
67200,2019,2,27,REPOLHO - KG,140.00,KG,0.00,0.00
67200,2019,2,28,SUCO DE UVA CONCENTRADO,350.00,LT,0.00,0.00
67200,2019,2,29,TEMPERO VERDE (MAÇO)  - SALSA E CEBOLINHA VERDE,178.00,UN,0.00,0.00
67200,2019,2,30,TOMATE - KG,95.00,KG,0.00,0.00
67200,2019,2,31,VAGEM - KG,32.00,KG,0.00,0.00
67200,2019,2,32,XODOZINHO,160.00,KG,0.00,0.00
50800,2019,2,1,"Alho graúdo - Alho graúdo, deverá proceder de espécies de vegetais genuínos e sãos, serem colhido ao atingir grau normal de evolução do tamanho, apresentados ao consumo em perfeito estado de desenvolvimento do aroma, cor, sabor próprio da variedade de espécies, estar livre de enfermidades e mofos, não estar danificados por qualquer lesão de origem física ou mecânica que afete a sua aparência; não estar sujo de terra.",4.00,KG,"",""
50800,2019,2,2,"Alface - Alface, com folhas íntegras, estar livre de enfermidades, insetos e sujidades, não estar danificadas por qualquer lesão física ou mecânica que afete sua aparência, estar livre de folhas externas sujas de terra, estar isenta de umidade externa anormal.",100.00,UN,"",""
50800,2019,2,3,"Arroz branco orgânico pacote de 5 kg - Arroz branco - orgânico (pct de 5kg), deverá ser acondicionado em saco plástico transparente, atóxico, resistente à manipulação e transporte. O produto deverá apresentar validade mínima de 06 (seis) meses a partir da data de entrega na escola requisitante. apresentar rótulo com as seguintes informações: os dados de identificação e procedência; número do lote, data de validade, quantidade do produto, informação nutricional, devera ter a certificação de orgânico.",15.00,PAC,"",""
50800,2019,2,4,"Batata branca inglesa - Batata inglesa, in natura deverá estar livre de enfermidades e insetos; não estar danificadas por qualquer lesão de origem física ou mecânica unidade de aproximadamente 80 gramas.",200.00,KG,"",""
50800,2019,2,5,"Batata Doce - Batata doce de boa qualidade, fresca, compacta e firme, serem de colheita recente, ser suficientemente desenvolvidas, com tamanho, aroma, sabor e cor próprios da espécie; não estar danificada por qualquer lesão de origem física ou mecânica que afete a sua aparência; não estar sujo de terra, está livre de enfermidades, estar isento de umidade extra e anormal, características físico-químicas, microbiológicas e microscópicas deverão estar de acordo com a  Legislação sanitária vigente.",150.00,KG,"",""
50800,2019,2,6,"Banana Caturra - Banana caturra, com cascas uniformes no grau máximo de evolução no tamanho, aroma e sabor da espécie, sem ferimentos ou defeitos, firmes e com brilho, apresentar grau de maturação que permita suportar a manipulação, o transporte e a conservação em condições adequadas para o consumo; colhida e transportada cuidadosamente e não estar golpeada ou danificada por qualquer lesão de origem física ou mecânica que afete a sua aparência e sabor; a polpa e a casca deverão estar intactas e firmes, não conter substâncias terrosas, sujidades ou corpos estranhos aderentes à superfície da casca; características organolépticas, físico-químicas, microscópicas e microbiológicas de acordo com a legislação sanitária vigente.",150.00,KG,"",""
50800,2019,2,7,"Brocolis - Brócolis, in natura deverá estar livre de enfermidades e insetos; não estar danificadas por qualquer lesão de origem física ou mecânica que afete a sua aparência; estar livre de terra aderente, maturação adequada para consumo, com todas as partes comestíveis aproveitáveis.",100.00,UN,"",""
50800,2019,2,8,"Couve - flor - Couve- flor, in natura deverá estar livre de enfermidades e insetos; não estar danificadas por qualquer lesão de origem física ou mecânica que afete a sua aparência; estar livre de terra aderente, deve ser entregue em embalagem apropriada para alimentos.",100.00,UN,"",""
50800,2019,2,9,"Couve Chinesa - Couve chinesa, cor verde uniforme, limpa, fresca, folhas verdes, sem sinais de amarelecimento, ausência de talos moles e de folhas com manchas escuras.",50.00,UN,"",""
50800,2019,2,10,"Beterraba - Beterraba in natura, deverá estar livre de enfermidades e insetos, não estar danificadas por qualquer lesão de origem física ou mecânica que afete a sua aparência; estar livre de terra aderente, ser de colheita recente; estar isento de umidade extra e anormal, odor e sabor estranhos,  não apresentar rachaduras ou cortes anormais e mofo.  Características Organolépticas, Físico-Químicas, Microbiológicas e Microscópicas deverão estar de acordo com a legislação sanitária. Unidade de aproximadamente 100 gramas, deve ser entregue em embalagem apropriada para alimentos.",90.00,KG,"",""
50800,2019,2,11,"Bolacha Caseira - Bolacha caseira, sabores (laranja, açúcar mascavo, baunilha, polvilho, coco, milho) deverá ser acondicionado em saco plástico transparente, atóxico, não violado e resistente à manipulação e ao transporte. apresentar rótulo com as seguintes informações: a) fabricante (produtor, registro, localidade); b) data de produção e validade; c) quantidade (peso), d) informações nutricionais de acordo com a anvisa através de declaração simplificada para bolacha. Serão rejeitadas as bolachas mal cozidos, queimadas, de caracteres organoléticos anormais. Deve ser isenta de substâncias corantes na confecção das bolachas; Características físicas e químicas microbiológicas de acordo com a legislação sanitária vigente;",90.00,KG,"",""
50800,2019,2,12,"Biscoito Salgado Assado - Biscoito salgado assado, deverá ser acondicionado em saco plástico transparente, atóxico, não violado e resistente à manipulação e ao transporte. Peso líquido: 01 kg. Apresentar rótulo com as seguintes informações: a) fabricante (produtor, registro, localidade); b) data de produção e validade; c) quantidade (peso), d) informações nutricionais de acordo com a anvisa através de declaração simplificada para bolacha.",20.00,KG,"",""
50800,2019,2,13,"Cebola - Cebola, in natura deverá estar livre de enfermidades e insetos; não estar danificadas por qualquer lesão de origem física ou mecânica que afete a sua aparência; estar livre de terra aderente. Unidade de aproximadamente 80 gramas.",90.00,KG,"",""
50800,2019,2,14,"Cenoura - Cenoura de primeira qualidade, deverá estar livre de enfermidades e insetos; não estar danificadas por qualquer lesão de origem física ou mecânica que afeta a aparência; estar livre de terra aderente, maturação adequada para consumo. Unidade de aproximadamente 100 gramas. Deve ser entregue em embalagem apropriada para alimentos.",50.00,KG,"",""
50800,2019,2,15,"Cuca Caseira - Cuca caseira, acondicionadas em saco plástico transparente, atóxico, não violado, resistente manipulação e ao transporte. Deve constar na embalagem rótulo com as informações do fabricante, ingredientes, data de fabricação e validade, informação nutricional. Peso Líquido 850g por unidade.",160.00,KG,"",""
50800,2019,2,16,"Cebola em conserva - Conserva de cebola, deve ser preparado com cebolas sãs, isentas de matéria terrosa, de parasitos, deve estar de acordo com a legislação vigente. PESO LIQUIDO 580G",40.00,UN,"",""
50800,2019,2,17,"Doce de Frutas - Doce de frutas, deve ser preparado de frutas sãs, limpas, isentas de matéria terrosa, de parasitos, de detritos, de animais ou vegetais, e de fermentação, Deve estar isento de pedúnculos e de cascas, mas pode conter fragmentos da fruta, dependendo da espécie empregada no preparo do produto, não pode ser colorido e nem aromatizado artificialmente.  Embalagem lacrada, sabores: figo, pêssego, uva, abobora, pera, com rotulagem contendo informações conforme legislação vigente.  Validade mínima de 6 meses a partir da data de entrega do produto. 750GR CADA POTE",40.00,UN,"",""
50800,2019,2,18,"Feijão preto, tipo 1, limpo, pacote com 1 Kg - Feijão preto, limpos e secos, de produção da última safra. Isento de detritos animais ou vegetais, insetos, matéria terrosa, parasitas, grãos ou pedaços de grãos avariados, partidos ou quebrados, características Organolépticas, Físico-Químicas, Microbiológicas e Microscópicas deverão estar de acordo com a legislação sanitária vigente. deverá estar acondicionado em saco plástico transparente, atóxico e não violado, resistente à manipulação e transporte. O produto deverá apresentar validade mínima de 06 (seis) meses a partir da data de entrega na escola requisitante, informação nutricional.",120.00,KG,"",""
50800,2019,2,19,"Laranja - Laranja in natura, inteira, firme, sem ceder à pressão dos dedos, casca lisa, maturação adequada para consumo, com todas as partes comestíveis aproveitáveis, com ausência de sujidades, sem machucadas ou amassadas, deve ser entregue em embalagem apropriada para alimentos.",400.00,KG,"",""
50800,2019,2,20,"Massa Caseira - Massa caseira - pct de 1kg  composto por farinha de trigo especial, enriquecida com ferro e ácido fólico, ovos e corante natural. Deverá ser acondicionada em plástico transparente e atóxica, limpa e não violada, resistente ao transporte e manuseio e que garanta a integridade do produto até o momento do consumo. Peso Líquido: pacote com 500g. Apresentar rótulo com as seguintes informações: a) fabricante (produtor, registro, localidade); b) data de produção e validade; c) quantidade (peso), d) informações nutricionais de acordo com a ANVISA através de declaração simplificada. Não é permitido o uso de corantes artificiais. Características Organolépticas, Físico-Químicas, Microbiológicas e Microscópicas deverão estar de acordo com a legislação sanitária vigente.",250.00,KG,"",""
50800,2019,2,21,"Mandioca descascada - Mandioca descascada congelada, primeira qualidade, embalagem plástica atóxica. com rotulagem contendo informações conforme legislação vigente. Validade mínima de 2 meses a partir da data de entrega do produto.",100.00,KG,"",""
50800,2019,2,22,"Morango - Morango, maturação adequada para consumo, com todas as partes comestíveis aproveitáveis, deve ser firme, sem lesões de origem física ou mecânica oriundos de manuseio e transporte (rachaduras e cortes), ter aroma e cor da espécie, estar livre de enfermidades, insetos e sujidades.",20.00,KG,0.00,0.00
50800,2019,2,23,"Moranga Cabotiá - Moranga cabotiá, ser de colheita recente; ser suficientemente desenvolvidas, com tamanho, aroma, sabor e cor próprios da espécie; não estar danificadas por qualquer lesão de origem física ou mecânica que afete a sua aparência; estar livre de enfermidades; estar isento de umidade extra e anormal, odor e sabor estranhos; não apresentar rachaduras ou cortes anormais e mofo. A polpa deverá estar intacta e limpa; não conter substâncias terrosas, sujidades ou corpos estranhos aderentes à superfície; Características Organolépticas, Físico-Químicas, Microbiológicas e Microscópicas deverão estar de acordo com a legislação sanitária vigente.",80.00,KG,"",""
50800,2019,2,24,"Melancia - melancia, fresca, e de otima qualidade, compacta, firme, de coloração uniforme, aroma, cor e sabor tipicos da especie, em perfeito estado de desenvolvimento.",100.00,KG,0.00,0.00
50800,2019,2,25,"Pão Fofinho - Deverá ser acondicionado em saco plástico transparente, atóxico, não violado e resistente à manipulação e ao transporte.. Apresentar rótulo com as seguintes informações: a) fabricante (produtor, registro, localidade); b) data de produção e validade; c) quantidade (peso), d) informações nutricionais de acordo com a anvisa através de declaração simplificada.",100.00,KG,"",""
50800,2019,2,26,"Ovos de galinha de granja embalados - ovos de galinha, tamanho grande e padronizado, de primeira qualidade, frescos, isento de aditivos ou substancias estranhas ao produto que sejam improprias ao consumo e que alterem suas caracteristicas naturais(fisicas, quimicas e organolepticas). Devem apresentar o carimbo do SIF, identificação de lote, data de fabricação e validade. Emabalagem> acomodados em caixas prorpias para este fim, que estejam em perfeitas condições estruturais, padronizadas e lacradas.",50.00,DZ,"",""
50800,2019,2,27,"Pimentão verde - Pimentão verde, ter atingido o grau maximo ao tamanho, aroma, cor e sabor próprios da espécie e variedades de, apresentar grau de maturação tal que lhe permita suportar a manipulação o transporte e a conservação em condições adequadas para o consumo, ser colhido cuidadosamente e não estar danificado por qualquer lesões físicas ou mecânica que afetem a aparência do produto, não conter substâncias terrosas sujidades ou corpos estranhos aderentes á superfície da casca, características físico-químicas, microbiológicas e microscópicas deverão estar de acordo com a legislação sanitária vigente.",5.00,KG,"",""
50800,2019,2,28,"PESSEGO IN NATURA - Pêssego: Fruta in natura. Deve ter atingido o grau máximo no tamanho, aroma e cor da espécie e variedade, apresentar grau médio de maturação tal que lhes permita suportar a manipulação, transporte e conservação em condições adequadas para o consumo, estar livre de enfermidades, deterioração, insetos e sujidades, não estar danificado por qualquer lesão de origem física ou mecânica que afete a sua qualidade, a polpa deve se apresentar intacta e firme.",100.00,KG,"",""
50800,2019,2,29,"Polpa de Tomate - Polpa de tomate, concentrada, elaborada com frutos sadios, limpos e sem sementes. Deve apresentar cor, sabor, odor característico, consistência pastosa. Com rotulagem contendo informações conforme legislação vigente. Com validade mínima de 6 meses a partir da data de entrega do produto. pote 600gr",40.00,UN,"",""
50800,2019,2,30,"Pão para Cachorro Quente - Pão cachorro-quente, caseirinho, deverá ser acondicionado em plástico transparente atóxico, limpo e não violado, (pacotes de 10 unidades de 50 gramas), deverá apresentar validade mínima de 30 (trinta) dias a partir da data de entrega na escola requisitante. Apresentar rótulo com as seguintes informações: a) fabricante (produtor, registro, localidade); b) data de produção e validade; c) quantidade (peso), d) informações nutricionais de acordo com a anvisa através de declaração simplificada.",200.00,KG,"",""
50800,2019,2,31,"Pão integral - Pão integral, deverá ser acondicionado em plástico transparente atóxico, limpo e não violado, (pacotes de 10 unidades de 50 gramas), deverá apresentar validade mínima de 30 (trinta) dias a partir da data de entrega na escola requisitante. Apresentar rótulo com as seguintes informações: a) fabricante (produtor, registro, localidade); b) data de produção e validade; c) quantidade (peso), d) informações nutricionais de acordo com a anvisa através de declaração simplificada.",200.00,KG,"",""
50800,2019,2,32,"Rúcula - Rúcula (maço de no mínimo 150g) de 1º qualidade, tenra e fresca, isenta de material terroso, com coloração uniforme e sem manchas, livre de enfermidades. devem ser acondicionados em recipiente adequado. entrega realizada preferencialmente no dia da colheita.",20.00,UN,"",""
50800,2019,2,33,"Suco Integral de Morango - Suco de morango integral, embalagem própria para o produto, apresentar rótulo com as seguintes informações: a) fabricante (produtor, registro, localidade); b) data de produção e validade; c) quantidade (peso), d) informações nutricionais de acordo com a ANVISA através de declaração simplificada; características físico-químicas, microbiológicas e microscópicas deverão estar de acordo com a legislação sanitária vigente. Emb. 2 litros",20.00,UN,"",""
50800,2019,2,34,"Suco de laranja integral embalagem 2 litros - Suco de laranja integral, embalagem própria para o produto, apresentar rótulo com as seguintes informações: a) fabricante (produtor, registro, localidade); b) data de produção e validade; c) quantidade (peso), d) informações nutricionais de acordo com a ANVISA através de declaração simplificada; características físico-químicas, microbiológicas e microscópicas deverão estar de acordo com a legislação sanitária vigente.",60.00,UN,"",""
50800,2019,2,35,"Suco de uva integral - Suco de uva integral, cor vinho ou rosado; sabor próprio, embalagem própria para o produto, apresentar rótulo com as seguintes informações: a) fabricante (produtor, registro, localidade); b) data de produção e validade; c) quantidade (peso), d) informações nutricionais de acordo com a ANVISA através de declaração simplificada; características físico-químicas, microbiológicas e microscópicas deverão estar de acordo com a legislação sanitária vigente. EMBAL. 2 LITROS",60.00,UN,"",""
50800,2019,2,36,"Repolho - Repolho branco in natura deverá estar livre de enfermidades e insetos; não estar danificadas por qualquer lesão de origem física ou mecânica que afete a sua aparência; unidade de aproximadamente 2kg, deve ser entregue em embalagem apropriada para alimentos .",120.00,KG,"",""
50800,2019,2,37,"Tomate - Tomate graúdo, maturação adequada para consumo não estar danificadas por qualquer lesão de origem física ou mecânica que afete a sua aparência, casca lisa, sem ferimentos, deve ser entregue em embalagem apropriada para alimentos.",150.00,KG,"",""
50800,2019,2,38,"Vagem - Vagem, legume in natura. Caracteristicas: de primeira qualidade, fresco, tamaho medio e uniforme, intacta, se lesoes de origem fisica ou mecanica. Nao serão permitidas manhcas ou defeitos na casca. Embalagem: acondicionada em sacos plasticos atóxicos, resistentes e transparentes.",20.00,KG,0.00,0.00
58900,2019,2,1,AÇUCAR MASCAVO EMB 500G,16.00,PAC,0.00,0.00
58900,2019,2,2,AMENDOIM EMB. PLÁSTICA ATOXICA 500G,47.00,PAC,0.00,0.00
58900,2019,2,3,BOLACHA CASEIRA SORTIDA - 01 KG,110.00,KG,0.00,0.00
58900,2019,2,4,BOLO SABOR LARANJA,47.00,KG,0.00,0.00
58900,2019,2,5,BOLO SABOR CENOURA,47.00,KG,0.00,0.00
58900,2019,2,6,BOLO SABOR MILHO,28.00,KG,0.00,0.00
58900,2019,2,7,BOLO SABOR MANDIOCA,10.00,UN,0.00,0.00
58900,2019,2,8,BISCOITO CASEIRO TIPO BELISCÃO SALGADO,111.00,KG,0.00,0.00
58900,2019,2,9,BISCOITO CASEIRO TIPO BELISCÃO DOCE,66.00,KG,0.00,0.00
58900,2019,2,10,"BISCOITO CASEIRO TIPO GRAVATINHA, DOCE - KG",10.00,KG,0.00,0.00
58900,2019,2,11,BISCOITO CASEIROTIPO MINGNON EMB KG,7.00,KG,0.00,0.00
58900,2019,2,12,BISCOITO CASEIRO TIPO RAMINHO EMB KG,118.00,KG,0.00,0.00
58900,2019,2,13,CANJICA DE MILHO EMB KG,15.00,KG,0.00,0.00
58900,2019,2,14,CANJICA DE TRIGO EMB KG,8.00,KG,0.00,0.00
58900,2019,2,15,"FEIJÃO PRETO TIPO 01, PACOTE  DE 01 KG",739.00,KG,0.00,0.00
58900,2019,2,16,MEL DE ABELHA  EMB 01 KG,5.00,KG,0.00,0.00
58900,2019,2,17,MEL DE ABELHA BISNAGA KG,3.00,UN,0.00,0.00
58900,2019,2,18,MILHO PIPOCA TIPO 1 EMB 500G,53.00,PAC,0.00,0.00
58900,2019,2,19,PÃO CASEIRO KG,60.00,KG,0.00,0.00
58900,2019,2,20,PÃO CASEIRO TIPO CUCA KG,60.00,KG,0.00,0.00
58900,2019,2,21,POLPA DE FRUTAS P/SUCO KG,31.00,KG,0.00,0.00
58900,2019,2,22,BEBIDA LÁCTEA SAB. MORANGO E PESSEGO EMB  PLAST. ATOXICA 1L,1354.00,L,0.00,0.00
58900,2019,2,23,DOCE DE LEITE TIPO MUMU EMB POTE PLÁSTICO  400G,99.00,UN,0.00,0.00
58900,2019,2,24,IOGURTE NATURAL 170G,1.00,UN,0.00,0.00
58900,2019,2,25,LEITE PASTEURIZADO INTEGRAL LONGA VIDA EMB TETRA PACK DE 1 L,2810.00,L,0.00,0.00
58900,2019,2,26,"LEITE SEM LACTOSE PASTEURIZADO , LV EMB TETRA PACK 1L",10.00,L,0.00,0.00
58900,2019,2,27,QUEIJO COLONIAL,6.00,KG,0.00,0.00
58900,2019,2,28,ABOBORA CONTENDO TODAS AS PARTES COMESTIVEIS APROVEITAVEIS,34.00,KG,0.00,0.00
58900,2019,2,29,AIPIM DESCASCADO PACOTE KG,435.00,KG,0.00,0.00
58900,2019,2,30,"AGRIAO SEM PARTES ESTRAGADAS, MAÇO",15.00,UN,0.00,0.00
58900,2019,2,31,"ALFACE TAMANHO MEDIO SEM PARTES ESTRAGADAS, UNIDADE",445.00,UN,0.00,0.00
58900,2019,2,32,"ALHO SEM BROTOS, TAM MEDIO, SEM PARTES ESTRAGADAS",18.00,KG,0.00,0.00
58900,2019,2,33,"BATATA DOCE MEDIA, SEM BROTOS E SEM PARTES ESTRAGADAS-KG",270.00,KG,0.00,0.00
58900,2019,2,34,"BERGAMOTA MEDIA, SEM PARTES ESTRAGADAS-KG",20.00,KG,0.00,0.00
58900,2019,2,35,"BETERRABA SEM BROTOS TAM. MEDIO, SEM PARTES ESTRAGADAS-KG",335.00,KG,0.00,0.00
58900,2019,2,36,"BRÓCOLIS, SEM PARTES ESTRAGADAS-MAÇO",147.00,UN,0.00,0.00
58900,2019,2,37,"CEBOLA SEM BROTOS, COM TODAS AS PARTES COMESTIVEIS APROVEITAVEIS-KG",130.00,KG,0.00,0.00
58900,2019,2,38,"CENOURA SEM BROTOS, COM TODAS AS PARTES COMESTIVEIS APROVEITAVEIS-KG",415.00,KG,0.00,0.00
58900,2019,2,39,"CHUCHU SEM BROTOS, COM TODAS AS PARTES COMESTIVEIS APROVEITAVEIS-KG",62.00,KG,0.00,0.00
58900,2019,2,40,"COUVE FLOR, COM TODAS AS PARTES COMESTIVEIS APROVEITAVEIS-KG",64.00,UN,0.00,0.00
58900,2019,2,41,"COUVE FOLHA, COM TODAS AS PARTES COMESTIVEIS APROVEITAVEIS-KG",165.00,UN,0.00,0.00
58900,2019,2,42,"ESPIGA DE MILHO,VERDE COM CASCA, SEM PARTES ESTRAGADAS-KG",27.00,UN,0.00,0.00
58900,2019,2,43,"LARANJA PARA SUCO, TAMANHO MÉDIO, BOA QUALIDADE-KG",488.00,KG,0.00,0.00
58900,2019,2,44,MELANCIA MEDIA COM TODAS AS PARTES COMESTIVEIS APROVEITAVEIS-KG,20.00,KG,0.00,0.00
58900,2019,2,45,MELÃO MEDIO COM TODAS AS PARTES COMESTIVEIS APROVEITAVEIS-KG,32.00,KG,0.00,0.00
58900,2019,2,46,MORANGA CABOTIÁ COM TODAS AS PARTES COMESTIVEIS APROVEITAVEIS-KG,275.00,KG,0.00,0.00
58900,2019,2,47,MORANGA VERMELHA COM TODAS AS PARTES COMESTIVEIS APROVEITAVEIS-KG,88.00,KG,0.00,0.00
58900,2019,2,48,MORANGUINHO COM TODAS AS PARTES COMESTIVEIS APROVEITAVEIS-KG,4.00,KG,0.00,0.00
58900,2019,2,49,OVOS COLONIAIS FRESCOS SELECIONADOS DZ,161.00,DZ,0.00,0.00
58900,2019,2,50,PIMENTÃO MÉDIO COM TODAS AS PARTES COMESTIVEIS APROVEITAVEIS - KG,13.00,KG,0.00,0.00
58900,2019,2,51,"PEPINO SALADA, TODAS AS PARTES COMESTIVEIS APROVEITAVEIS-KG",88.00,KG,0.00,0.00
58900,2019,2,52,RADICHE -SEM PARTES ESTRAGADAS MAÇO,15.00,UN,0.00,0.00
58900,2019,2,53,"REPOLHO VERDE TAM MÉDIO, SEM PARTES ESTRAGADAS COM TODAS AS PARTES COMEST. APROVEITAVEIS   KG",290.00,KG,0.00,0.00
58900,2019,2,54,RÚCULA COM TODAS AS PARTES COMESTIVEIS APROVEITAVEIS-MAÇO,124.00,UN,0.00,0.00
58900,2019,2,55,TEMPERO VERDE COM TODAS AS PARTES COMESTIVEIS APROVEITAVES,380.00,UN,0.00,0.00
58900,2019,2,56,"TOMATE TIPO PAULISTA, COM TODAS AS PARTES COMESTIVEIS APROVEITAVEIS",501.00,KG,0.00,0.00
58900,2019,2,57,"VAGEM, COM TODAS AS PARTES COMESTIVEIS APROVEITAVEIS-KG",15.00,KG,0.00,0.00
58900,2019,2,58,FRANGO COLONIAL INTEIRO KG,89.00,KG,0.00,0.00
58900,2019,2,59,FRANGO COLONIAL PICADO-KG,339.00,KG,0.00,0.00
56900,2019,3,1,"Arroz, tipo 01, pacote com 05 kg, reembalado em fardo resistente.",600.00,PAC,"",""
56900,2019,3,2,"Batata doce, tamanho médio, casca firme, livre de brotos, íntegra.",2000.00,KG,"",""
56900,2019,3,3,"Couve manteiga, em maços, livre de sujidades, íntegra.",450.00,KG,"",""
56900,2019,3,4,"Feijão preto, tipo 01, embalagem plástica com peso líquido de 01 kg, reembalado em fardo resistente.",1500.00,KG,"",""
56900,2019,3,5,"Laranja comum, tamanho médio, casca firme, de boa qualidade, boa aparência.",2000.00,KG,"",""
56900,2019,3,6,"Mandioca, raízes em tamanho médio, íntegra, livre de sujidades.",2000.00,KG,"",""
56900,2019,3,7,"Moranga cabotiá, tamanho médio, casca firme, de boa qualidade.",2000.00,KG,"",""
56900,2019,3,8,"Repolho verde, tamanho médio, peças íntegras.",2000.00,KG,"",""
47600,2019,2,1,"Arroz tipo I, classe longo fino, parboilizado, orgânico. Embalagem de 1 kg. Com selo de certificação de produto orgânico por auditoria.",15000.00,KG,"",""
47600,2019,2,2,"FEIJÃO PRETO, tipo 1. Pacotes de 1Kg. Validade de 06 meses, impresso na embalagem.",9500.00,KG,"",""
47600,2019,2,3,ÓLEO DE SOJA. Latas de 900 ml. Acondicionado em caixas com 20 latas. Validade de 01 ano.,1500.00,LT,"",""
72800,2019,1,1,"ABÓBORA, TIPO CABOTIÁ",100.00,KG,"",""
72800,2019,1,10,CEBOLA,250.00,KG,"",""
72800,2019,1,11,CENOURA,250.00,KG,"",""
72800,2019,1,12,COUVE-FLOR,250.00,UN,"",""
72800,2019,1,13,CUCA COLONIAL - SEM RECHEIO,200.00,KG,"",""
72800,2019,1,14,"CUCA COLONIAL RECHEADA (Goiabada, Uva, Coco, Doce de Leite)",220.00,KG,"",""
72800,2019,1,15,"DOCE CREMOSO DE FRUTAS NOS SABORES: (UVA, FIGO, PEDAÇOS DE FIGO, GOIABADA, ABOBORA COM COCO, MAMÃO C/ LARANJA E MORANGO: PRODUZIDO PELA AGROINDÚSTRIA FAMILIAR, SEM CONSERVANTES, ENVASADO EM VIDRO E EMBALAGEM DE 750G, COM PRAZO DE VALIDADE 2 ANOS.",100.00,UN,"",""
72800,2019,1,16,"EXTRATO DE TOMATE (600G) EXTRATO DE TOMATE: PRODUZIDO PELA AGROINDÚSTRIA FAMILIAR A PARTIR DE MATÉRIA PRIMA SÃ E LIMPA E ESTAR EM PERFEITO ESTADO DE CONSERVAÇÃO, ENVASADO EM VIDRO, SEM CONSERVANTE, COM PRAZO DE VALIDADE DE 1 ANO (EMBALAGEM 600G).",150.00,UN,"",""
72800,2019,1,17,"IOGURTE DE FRUTAS MORANGO E AMEIXA: INTEGRAL, EMBALAGEM DE 1L, LEITE PASTEURIZADO, PADRONIZADO E OU/ LEITE RECONSTITUÍDO, AÇÚCAR, CONTENDO CULTURA MICROBIANA, E POLPA DE FRUTA.",120.00,L,"",""
72800,2019,1,18,LARANJA COMUM,200.00,KG,"",""
72800,2019,1,19,LARANJA DO CÉU,50.00,KG,"",""
72800,2019,1,2,ALFACE - PÉ,220.00,UN,"",""
72800,2019,1,20,LARANJA UMBIGO,50.00,KG,"",""
72800,2019,1,21,"LEITE INTEGRAL: EMBALAGEM LONGA VIDA, UHT, DE 1 LITRO",1000.00,L,"",""
72800,2019,1,22,"LEITE ZERO LACTOSE: EMBALAGEM LONGA VIDA, DE 1 LITRO",4.00,L,"",""
72800,2019,1,23,"MASSA COM OVOS CASEIRA: NOS  TIPOS CABELO DE ANJO; MACARRÃO; ESPAGUETE E TALHARIN: PRODUZIDO PELA AGROINDÚSTRIA FAMILIAR, COM OVOS, FEITA DE FARINHA DE TRIGO ENRIQUECIDA COM FERRO E ÁCIDO FÓLICO. VALIDADE DE, NO MÍNIMO, 180 DIAS, (EMBALAGEM 500G).",300.00,KG,"",""
72800,2019,1,24,"MASSA COM OVOS CASEIRA: TIPO CAPELETTI: PRODUZIDO PELA AGROINDÚSTRIA FAMILIAR, COM OVOS, FEITA DE FARINHA DE TRIGO ENRIQUECIDA COM FERRO E ÁCIDO FÓLICO. RECHEIO DE CARNE BOVINA FRESCA. VALIDADE DE, NO MÍNIMO, 180 DIAS, (EMBALAGEM 500G).",150.00,KG,"",""
72800,2019,1,25,"MASSA COM OVOS CASEIRA: TIPO TORTEI: PRODUZIDO PELA AGROINDÚSTRIA FAMILIAR, COM OVOS, FEITA DE FARINHA DE TRIGO ENRIQUECIDA COM FERRO E ÁCIDO FÓLICO DE MORANGA E QUEIJO. VALIDADE DE, NO MÍNIMO, 180 DIAS (EMBALAGEM 500G):",80.00,KG,"",""
72800,2019,1,26,"MEL: MEL PURO, EMBALAGEM DE 1KG - PRODUTO PURO SEM ADIÇÃO DE AÇÚCAR, COM PELO MENOS 2 ANOS DE VALIDADE (VALOR AO KG).",60.00,KG,"",""
72800,2019,1,27,"NATA: EMBALAGEM DE 300 GR., PRODUTO EM BOM ESTADO DE CONSERVAÇÃO",70.00,UN,"",""
72800,2019,1,28,"PÃO SOVADO COLONIAL, PRODUZIDO PELA AGROINDÚSTRIA FAMILIAR, A PARTIR DE MATÉRIAS PRIMAS DE QUALIDADE, PROCEDÊNCIA CONHECIDA E BOM ESTADO DE CONSERVAÇÃO. APARÊNCIA: MASSA BEM ASSADA. COR, CHEIRO E SABOR CARACTERÍSTICO.",300.00,KG,"",""
72800,2019,1,29,"QUEIJO TIPO MUSSARELA: FATIADO, EMBALAGEM DE NO MÁXIMO 1KG, QUE CONTENHAM ESPECIFICADOS O LOCAL DE ORIGEM DO PRODUTO, PESO, DATA DE FABRICAÇÃO E PRAZO DE VALIDADE. DEVERÁ SER TRANSPORTADO EM CARRO REFRIGERADO OU CAIXAS DE ISOPOR CONFORME LEGISLAÇÃO VIGENTE NA SECRETARIA MUNICIPAL DA SAÚDE, (PREÇO AO KG).",150.00,KG,"",""
72800,2019,1,3,BATATA DOCE,100.00,KG,"",""
72800,2019,1,30,"REPOLHO(PESO MÍNIMO 1,6KG), DE BOA QUALIDADE E TAMANHO MÉDIO",150.00,UN,"",""
